ID,Data,Time
flow,0.0408,82763.33
Pump_percentage,61.4,82763.332
flow,0.039,82764.335
Pump_percentage,61.3,82764.336
flow,0.0348,82765.335
Pump_percentage,61.3,82765.336
flow,0.027,82766.339
Pump_percentage,61.4,82766.34
flow,0.009,82767.351
Pump_percentage,61.5,82767.352
flow,0.003,82768.354
Pump_percentage,61.6,82768.355
flow,0.0,82769.359
Pump_percentage,61.7,82769.36
flow,0.0,82770.363
Pump_percentage,61.9,82770.364
flow,0.0,82771.371
Pump_percentage,62.0,82771.372
flow,0.0,82772.375
Pump_percentage,62.1,82772.376
flow,0.0,82773.382
Pump_percentage,62.2,82773.384
flow,0.0,82774.39
Pump_percentage,62.3,82774.392
flow,0.003,82775.407
Pump_percentage,62.4,82775.408
flow,0.033,82776.407
Pump_percentage,62.3,82776.408
flow,0.0516,82777.415
Pump_percentage,62.1,82777.416
flow,0.0636,82778.414
Pump_percentage,62.0,82778.416
flow,0.0738,82779.426
Pump_percentage,61.8,82779.428
flow,0.075,82780.431
Pump_percentage,61.6,82780.432
flow,0.069,82781.442
Pump_percentage,61.5,82781.444
flow,0.0606,82782.446
Pump_percentage,61.4,82782.448
flow,0.0528,82783.463
Pump_percentage,61.4,82783.464
flow,0.0456,82784.466
Pump_percentage,61.4,82784.468
flow,0.0408,82785.466
Pump_percentage,61.3,82785.468
flow,0.036,82786.47
Pump_percentage,61.3,82786.472
flow,0.0138,82787.47
Pump_percentage,61.5,82787.472
flow,0.0036,82788.487
Pump_percentage,61.6,82788.488
flow,0.0006,82789.499
Pump_percentage,61.7,82789.5
flow,0.0,82790.51
Pump_percentage,61.8,82790.512
flow,0.0,82791.514
Pump_percentage,61.9,82791.516
flow,0.0,82792.533
Pump_percentage,62.0,82792.534
flow,0.0,82793.543
Pump_percentage,62.1,82793.544
flow,0.0,82794.546
Pump_percentage,62.2,82794.547
flow,0.0,82795.558
Pump_percentage,62.3,82795.559
flow,0.03,82796.571
Pump_percentage,62.2,82796.572
flow,0.051,82797.582
Pump_percentage,62.1,82797.583
flow,0.0648,82798.583
Pump_percentage,61.9,82798.584
flow,0.072,82799.59
Pump_percentage,61.8,82799.592
flow,0.0708,82800.607
Pump_percentage,61.6,82800.609
flow,0.0618,82801.623
Pump_percentage,61.6,82801.625
flow,0.0516,82802.623
Pump_percentage,61.5,82802.624
flow,0.0438,82803.638
Pump_percentage,61.5,82803.64
flow,0.0378,82804.638
Pump_percentage,61.5,82804.64
flow,0.024,82805.638
Pump_percentage,61.6,82805.64
flow,0.0078,82806.643
Pump_percentage,61.7,82806.644
flow,0.0018,82807.654
Pump_percentage,61.8,82807.655
flow,0.0,82808.671
Pump_percentage,61.9,82808.672
flow,0.0,82809.675
Pump_percentage,62.0,82809.677
flow,0.0,82810.687
Pump_percentage,62.1,82810.688
flow,0.0,82811.698
Pump_percentage,62.2,82811.7
flow,0.0,82812.702
Pump_percentage,62.4,82812.704
flow,0.0,82813.71
Pump_percentage,62.5,82813.712
flow,0.021,82814.723
Pump_percentage,62.4,82814.725
flow,0.045,82815.734
Pump_percentage,62.3,82815.737
flow,0.0588,82816.751
Pump_percentage,62.1,82816.752
flow,0.0666,82817.762
Pump_percentage,62.0,82817.764
flow,0.0708,82818.775
Pump_percentage,61.8,82818.776
flow,0.0666,82819.786
Pump_percentage,61.7,82819.788
flow,0.054,82820.803
Pump_percentage,61.7,82820.804
flow,0.0408,82821.816
Pump_percentage,61.7,82821.817
flow,0.0156,82822.819
Pump_percentage,61.8,82822.82
flow,0.0048,82823.831
Pump_percentage,62.0,82823.833
flow,0.0006,82824.83
Pump_percentage,62.1,82824.832
flow,0.0,82825.846
Pump_percentage,62.2,82825.848
flow,0.0,82826.859
Pump_percentage,62.3,82826.86
flow,0.0,82827.863
Pump_percentage,62.4,82827.864
flow,0.0,82828.867
Pump_percentage,62.5,82828.868
flow,0.0306,82829.882
Pump_percentage,62.4,82829.883
flow,0.048,82830.89
Pump_percentage,62.3,82830.892
flow,0.057,82831.895
Pump_percentage,62.2,82831.897
flow,0.0648,82832.899
Pump_percentage,62.0,82832.9
flow,0.069,82833.922
Pump_percentage,61.9,82833.924
flow,0.069,82834.906
Pump_percentage,61.7,82834.908
flow,0.0606,82835.91
Pump_percentage,61.7,82835.912
flow,0.051,82836.911
Pump_percentage,61.6,82836.912
flow,0.03,82837.914
Pump_percentage,61.7,82837.916
flow,0.0096,82838.924
Pump_percentage,61.8,82838.925
flow,0.003,82839.93
Pump_percentage,61.9,82839.932
flow,0.0,82840.932
Pump_percentage,62.1,82840.933
flow,0.0,82841.935
Pump_percentage,62.2,82841.936
flow,0.0,82842.951
Pump_percentage,62.3,82842.952
flow,0.0,82843.963
Pump_percentage,62.4,82843.964
flow,0.0,82844.963
Pump_percentage,62.5,82844.964
flow,0.0186,82845.979
Pump_percentage,62.5,82845.98
flow,0.042,82846.995
Pump_percentage,62.4,82846.996
flow,0.0516,82848.007
Pump_percentage,62.2,82848.008
flow,0.0576,82849.022
Pump_percentage,62.1,82849.024
flow,0.0606,82850.027
Pump_percentage,62.0,82850.029
flow,0.0618,82851.026
Pump_percentage,61.9,82851.028
flow,0.0588,82852.043
Pump_percentage,61.8,82852.044
flow,0.0528,82853.05
Pump_percentage,61.8,82853.052
flow,0.0456,82854.054
Pump_percentage,61.7,82854.056
flow,0.0378,82855.055
Pump_percentage,61.7,82855.056
flow,0.0336,82856.058
Pump_percentage,61.7,82856.06
flow,0.0258,82857.07
Pump_percentage,61.8,82857.072
flow,0.0078,82858.086
Pump_percentage,61.9,82858.087
flow,0.0018,82859.087
Pump_percentage,62.0,82859.088
flow,0.0,82860.099
Pump_percentage,62.1,82860.1
flow,0.0,82861.103
Pump_percentage,62.2,82861.104
flow,0.0,82862.103
Pump_percentage,62.4,82862.105
flow,0.0,82863.107
Pump_percentage,62.5,82863.108
flow,0.0168,82864.106
Pump_percentage,62.5,82864.107
flow,0.042,82865.111
Pump_percentage,62.3,82865.113
flow,0.0558,82866.111
Pump_percentage,62.2,82866.112
flow,0.0636,82867.116
Pump_percentage,62.1,82867.118
flow,0.0696,82868.13
Pump_percentage,61.9,82868.132
flow,0.0708,82869.139
Pump_percentage,61.8,82869.14
flow,0.0648,82870.143
Pump_percentage,61.7,82870.145
flow,0.0528,82871.151
Pump_percentage,61.6,82871.153
flow,0.042,82872.155
Pump_percentage,61.6,82872.157
flow,0.024,82873.163
Pump_percentage,61.7,82873.165
flow,0.0078,82874.163
Pump_percentage,61.8,82874.165
flow,0.0018,82875.168
Pump_percentage,61.9,82875.169
flow,0.0,82876.171
Pump_percentage,62.1,82876.172
flow,0.0,82877.187
Pump_percentage,62.2,82877.189
flow,0.0,82878.187
Pump_percentage,62.3,82878.189
flow,0.0,82879.19
Pump_percentage,62.4,82879.191
flow,0.0,82880.203
Pump_percentage,62.5,82880.205
flow,0.018,82881.215
Pump_percentage,62.5,82881.216
flow,0.0408,82882.223
Pump_percentage,62.4,82882.224
flow,0.0516,82883.232
Pump_percentage,62.3,82883.233
flow,0.06,82884.231
Pump_percentage,62.1,82884.232
flow,0.0648,82885.239
Pump_percentage,62.0,82885.241
flow,0.066,82886.247
Pump_percentage,61.9,82886.249
flow,0.063,82887.279
Pump_percentage,61.8,82887.281
flow,0.0546,82888.275
Pump_percentage,61.7,82888.276
flow,0.045,82889.279
Pump_percentage,61.7,82889.28
flow,0.0348,82890.282
Pump_percentage,61.7,82890.284
flow,0.012,82891.299
Pump_percentage,61.8,82891.3
flow,0.003,82892.304
Pump_percentage,62.0,82892.305
flow,0.0006,82893.303
Pump_percentage,62.1,82893.305
flow,0.0,82894.319
Pump_percentage,62.2,82894.32
flow,0.0,82895.323
Pump_percentage,62.3,82895.325
flow,0.0,82896.326
Pump_percentage,62.4,82896.328
flow,0.0,82897.327
Pump_percentage,62.5,82897.329
flow,0.0246,82898.335
Pump_percentage,62.4,82898.336
flow,0.0438,82899.347
Pump_percentage,62.3,82899.349
flow,0.0528,82900.359
Pump_percentage,62.2,82900.36
flow,0.057,82901.359
Pump_percentage,62.1,82901.36
flow,0.06,82902.368
Pump_percentage,62.0,82902.369
flow,0.0576,82903.375
Pump_percentage,61.9,82903.376
flow,0.054,82904.383
Pump_percentage,61.8,82904.384
flow,0.0456,82905.395
Pump_percentage,61.8,82905.397
flow,0.0378,82906.399
Pump_percentage,61.8,82906.4
flow,0.015,82907.411
Pump_percentage,61.9,82907.412
flow,0.0048,82908.419
Pump_percentage,62.1,82908.42
flow,0.0006,82909.427
Pump_percentage,62.2,82909.428
flow,0.0,82910.431
Pump_percentage,62.3,82910.433
flow,0.0,82911.43
Pump_percentage,62.4,82911.431
flow,0.0,82912.439
Pump_percentage,62.5,82912.44
flow,0.0276,82913.447
Pump_percentage,62.4,82913.448
flow,0.045,82914.455
Pump_percentage,62.3,82914.456
flow,0.0528,82915.462
Pump_percentage,62.2,82915.464
flow,0.0576,82916.462
Pump_percentage,62.1,82916.464
flow,0.0576,82917.475
Pump_percentage,62.0,82917.476
flow,0.0546,82918.479
Pump_percentage,61.9,82918.481
flow,0.0468,82919.482
Pump_percentage,61.9,82919.483
flow,0.039,82920.491
Pump_percentage,61.9,82920.493
flow,0.0156,82921.495
Pump_percentage,62.0,82921.497
flow,0.0048,82922.51
Pump_percentage,62.2,82922.512
flow,0.0006,82923.518
Pump_percentage,62.3,82923.52
flow,0.0,82924.527
Pump_percentage,62.4,82924.528
flow,0.0,82925.535
Pump_percentage,62.5,82925.537
flow,0.0,82926.547
Pump_percentage,62.6,82926.549
flow,0.0036,82927.559
Pump_percentage,62.7,82927.56
flow,0.033,82928.575
Pump_percentage,62.6,82928.576
flow,0.048,82929.587
Pump_percentage,62.5,82929.589
flow,0.0558,82930.598
Pump_percentage,62.4,82930.6
flow,0.06,82931.603
Pump_percentage,62.2,82931.605
flow,0.0618,82932.602
Pump_percentage,62.1,82932.603
flow,0.0648,82933.608
Pump_percentage,62.0,82933.609
flow,0.063,82934.611
Pump_percentage,61.9,82934.612
flow,0.0558,82935.615
Pump_percentage,61.8,82935.617
flow,0.0456,82936.619
Pump_percentage,61.8,82936.62
flow,0.03,82937.623
Pump_percentage,61.9,82937.625
flow,0.0096,82938.622
Pump_percentage,62.0,82938.625
flow,0.003,82939.631
Pump_percentage,62.1,82939.632
flow,0.0,82940.631
Pump_percentage,62.2,82940.632
flow,0.0,82941.643
Pump_percentage,62.3,82941.644
flow,0.0,82942.659
Pump_percentage,62.4,82942.66
flow,0.0,82943.664
Pump_percentage,62.5,82943.665
flow,0.0048,82944.667
Pump_percentage,62.6,82944.669
flow,0.036,82945.667
Pump_percentage,62.5,82945.669
flow,0.0528,82946.675
Pump_percentage,62.4,82946.676
flow,0.0636,82947.679
Pump_percentage,62.2,82947.681
flow,0.0696,82948.683
Pump_percentage,62.1,82948.685
flow,0.0738,82949.687
Pump_percentage,61.9,82949.689
flow,0.0756,82950.687
Pump_percentage,61.7,82950.689
flow,0.0696,82951.704
Pump_percentage,61.6,82951.705
flow,0.0618,82952.703
Pump_percentage,61.5,82952.704
flow,0.051,82953.715
Pump_percentage,61.5,82953.717
flow,0.0408,82954.731
Pump_percentage,61.5,82954.732
flow,0.03,82955.735
Pump_percentage,61.5,82955.737
flow,0.0096,82956.739
Pump_percentage,61.7,82956.74
flow,0.003,82957.739
Pump_percentage,61.8,82957.74
flow,0.0,82958.746
Pump_percentage,61.9,82958.748
flow,0.0,82959.747
Pump_percentage,62.0,82959.748
flow,0.0,82960.762
Pump_percentage,62.1,82960.764
flow,0.0,82961.767
Pump_percentage,62.2,82961.768
flow,0.0,82962.783
Pump_percentage,62.3,82962.784
flow,0.0,82963.795
Pump_percentage,62.4,82963.797
flow,0.0168,82964.8
Pump_percentage,62.4,82964.801
flow,0.042,82965.81
Pump_percentage,62.3,82965.812
flow,0.057,82966.815
Pump_percentage,62.2,82966.816
flow,0.0648,82967.827
Pump_percentage,62.0,82967.829
flow,0.0666,82968.834
Pump_percentage,61.9,82968.836
flow,0.0648,82969.835
Pump_percentage,61.8,82969.836
flow,0.054,82970.834
Pump_percentage,61.7,82970.837
flow,0.0426,82971.851
Pump_percentage,61.7,82971.852
flow,0.024,82972.866
Pump_percentage,61.8,82972.868
flow,0.0078,82973.878
Pump_percentage,61.9,82973.88
flow,0.0018,82974.891
Pump_percentage,62.1,82974.893
flow,0.0,82975.891
Pump_percentage,62.2,82975.893
flow,0.0,82976.907
Pump_percentage,62.3,82976.908
flow,0.0,82977.912
Pump_percentage,62.4,82977.914
flow,0.0,82978.922
Pump_percentage,62.5,82978.924
flow,0.012,82979.927
Pump_percentage,62.5,82979.928
flow,0.0366,82980.93
Pump_percentage,62.4,82980.932
flow,0.051,82981.943
Pump_percentage,62.3,82981.944
flow,0.0588,82982.947
Pump_percentage,62.2,82982.948
flow,0.0618,82983.951
Pump_percentage,62.0,82983.953
flow,0.0636,82984.967
Pump_percentage,61.9,82984.968
flow,0.0618,82985.967
Pump_percentage,61.8,82985.969
flow,0.054,82986.975
Pump_percentage,61.8,82986.976
flow,0.0456,82987.979
Pump_percentage,61.7,82987.98
flow,0.0378,82988.983
Pump_percentage,61.7,82988.985
flow,0.024,82989.987
Pump_percentage,61.8,82989.989
flow,0.0078,82990.987
Pump_percentage,61.9,82990.988
flow,0.0018,82992.002
Pump_percentage,62.1,82992.004
flow,0.0,82993.003
Pump_percentage,62.2,82993.004
flow,0.0,82994.007
Pump_percentage,62.3,82994.009
flow,0.0,82995.015
Pump_percentage,62.4,82995.017
flow,0.0,82996.027
Pump_percentage,62.5,82996.029
flow,0.0138,82997.032
Pump_percentage,62.5,82997.034
flow,0.0408,82998.042
Pump_percentage,62.4,82998.043
flow,0.063,82999.056
Pump_percentage,62.2,82999.057
flow,0.0816,83000.059
Pump_percentage,62.0,83000.06
flow,0.0978,83001.059
Pump_percentage,61.7,83001.061
flow,0.1056,83002.075
Pump_percentage,61.4,83002.077
flow,0.1038,83003.088
Pump_percentage,61.1,83003.09
flow,0.099,83004.103
Pump_percentage,60.9,83004.104
flow,0.0888,83005.116
Pump_percentage,60.7,83005.117
flow,0.075,83006.127
Pump_percentage,60.6,83006.128
flow,0.054,83007.139
Pump_percentage,60.6,83007.141
flow,0.021,83008.151
Pump_percentage,60.8,83008.153
flow,0.0066,83009.151
Pump_percentage,60.9,83009.153
flow,0.0018,83010.155
Pump_percentage,61.0,83010.157
flow,0.0,83011.159
Pump_percentage,61.1,83011.16
flow,0.0,83012.167
Pump_percentage,61.2,83012.168
flow,0.0,83013.167
Pump_percentage,61.3,83013.169
flow,0.0,83014.171
Pump_percentage,61.4,83014.173
flow,0.0,83015.171
Pump_percentage,61.5,83015.173
flow,0.0,83016.187
Pump_percentage,61.6,83016.189
flow,0.0,83017.199
Pump_percentage,61.8,83017.199
flow,0.0,83018.203
Pump_percentage,61.9,83018.204
flow,0.0,83019.215
Pump_percentage,62.0,83019.217
flow,0.0,83020.231
Pump_percentage,62.1,83020.233
flow,0.0,83021.231
Pump_percentage,62.2,83021.233
flow,0.0,83022.243
Pump_percentage,62.3,83022.244
flow,0.0,83023.244
Pump_percentage,62.4,83023.246
flow,0.0,83024.255
Pump_percentage,62.5,83024.257
flow,0.0216,83025.26
Pump_percentage,62.5,83025.262
flow,0.042,83026.275
Pump_percentage,62.4,83026.277
flow,0.054,83027.283
Pump_percentage,62.2,83027.284
flow,0.06,83028.283
Pump_percentage,62.1,83028.284
flow,0.0648,83029.304
Pump_percentage,62.0,83029.305
flow,0.0648,83030.303
Pump_percentage,61.9,83030.305
flow,0.0618,83031.307
Pump_percentage,61.8,83031.308
flow,0.0516,83032.311
Pump_percentage,61.7,83032.313
flow,0.0438,83033.315
Pump_percentage,61.7,83033.316
flow,0.0366,83034.327
Pump_percentage,61.7,83034.329
flow,0.0138,83035.336
Pump_percentage,61.8,83035.337
flow,0.0036,83036.347
Pump_percentage,62.0,83036.349
flow,0.0006,83037.364
Pump_percentage,62.1,83037.365
flow,0.0,83038.376
Pump_percentage,62.2,83038.377
flow,0.0,83039.387
Pump_percentage,62.3,83039.388
flow,0.0,83040.391
Pump_percentage,62.4,83040.392
flow,0.0,83041.399
Pump_percentage,62.5,83041.404
flow,0.006,83042.411
Pump_percentage,62.6,83042.413
flow,0.0348,83043.416
Pump_percentage,62.5,83043.417
flow,0.0498,83044.426
Pump_percentage,62.3,83044.428
flow,0.0588,83045.439
Pump_percentage,62.2,83045.441
flow,0.066,83046.451
Pump_percentage,62.1,83046.453
flow,0.0678,83047.463
Pump_percentage,61.9,83047.464
flow,0.0648,83048.471
Pump_percentage,61.8,83048.473
flow,0.0576,83049.483
Pump_percentage,61.7,83049.485
flow,0.048,83050.493
Pump_percentage,61.7,83050.494
flow,0.0366,83051.503
Pump_percentage,61.7,83051.505
flow,0.0318,83052.517
Pump_percentage,61.7,83052.518
flow,0.018,83053.531
Pump_percentage,61.8,83053.532
flow,0.006,83054.547
Pump_percentage,62.0,83054.548
flow,0.0006,83055.547
Pump_percentage,62.1,83055.549
flow,0.0,83056.548
Pump_percentage,62.2,83056.549
flow,0.0,83057.551
Pump_percentage,62.3,83057.553
flow,0.0,83058.559
Pump_percentage,62.4,83058.561
flow,0.0,83059.579
Pump_percentage,62.5,83059.581
flow,0.0,83060.595
Pump_percentage,62.6,83060.597
flow,0.0228,83061.607
Pump_percentage,62.6,83061.609
flow,0.0468,83062.612
Pump_percentage,62.4,83062.613
flow,0.06,83063.611
Pump_percentage,62.3,83063.613
flow,0.0678,83064.611
Pump_percentage,62.1,83064.613
flow,0.0708,83065.615
Pump_percentage,62.0,83065.617
flow,0.0708,83066.626
Pump_percentage,61.8,83066.628
flow,0.063,83067.635
Pump_percentage,61.7,83067.637
flow,0.051,83068.643
Pump_percentage,61.7,83068.645
flow,0.0396,83069.651
Pump_percentage,61.7,83069.653
flow,0.0288,83070.651
Pump_percentage,61.8,83070.653
flow,0.009,83071.659
Pump_percentage,61.9,83071.66
flow,0.003,83072.663
Pump_percentage,62.0,83072.664
flow,0.0,83073.671
Pump_percentage,62.1,83073.673
flow,0.0,83074.675
Pump_percentage,62.2,83074.677
flow,0.0,83075.675
Pump_percentage,62.3,83075.677
flow,0.0,83076.691
Pump_percentage,62.5,83076.693
flow,0.0,83077.699
Pump_percentage,62.6,83077.701
flow,0.009,83078.71
Pump_percentage,62.6,83078.712
flow,0.036,83079.727
Pump_percentage,62.5,83079.728
flow,0.0486,83080.727
Pump_percentage,62.4,83080.729
flow,0.0558,83081.735
Pump_percentage,62.3,83081.737
flow,0.0576,83082.739
Pump_percentage,62.2,83082.74
flow,0.0606,83083.747
Pump_percentage,62.1,83083.748
flow,0.0618,83084.759
Pump_percentage,62.0,83084.761
flow,0.057,83085.76
Pump_percentage,61.9,83085.762
flow,0.048,83086.763
Pump_percentage,61.8,83086.765
flow,0.0306,83087.771
Pump_percentage,61.9,83087.772
flow,0.0096,83088.775
Pump_percentage,62.0,83088.777
flow,0.003,83089.775
Pump_percentage,62.2,83089.777
flow,0.0006,83090.779
Pump_percentage,62.3,83090.781
flow,0.0,83091.78
Pump_percentage,62.4,83091.78
flow,0.0,83092.8
Pump_percentage,62.5,83092.801
flow,0.0,83093.803
Pump_percentage,62.6,83093.805
flow,0.015,83094.815
Pump_percentage,62.6,83094.817
flow,0.039,83095.819
Pump_percentage,62.5,83095.82
flow,0.0516,83096.815
Pump_percentage,62.4,83096.817
flow,0.057,83097.835
Pump_percentage,62.3,83097.837
flow,0.06,83098.847
Pump_percentage,62.2,83098.849
flow,0.063,83099.847
Pump_percentage,62.0,83099.849
flow,0.0588,83100.852
Pump_percentage,61.9,83100.853
flow,0.0528,83101.847
Pump_percentage,61.9,83101.849
flow,0.0426,83102.86
Pump_percentage,61.9,83102.861
flow,0.0348,83103.876
Pump_percentage,61.9,83103.877
flow,0.0156,83104.891
Pump_percentage,62.0,83104.893
flow,0.0048,83105.887
Pump_percentage,62.1,83105.889
flow,0.0006,83106.899
Pump_percentage,62.2,83106.901
flow,0.0,83107.907
Pump_percentage,62.4,83107.909
flow,0.0,83108.927
Pump_percentage,62.5,83108.928
flow,0.0,83109.923
Pump_percentage,62.6,83109.925
flow,0.0246,83110.935
Pump_percentage,62.5,83110.937
flow,0.0438,83111.936
Pump_percentage,62.4,83111.937
flow,0.054,83112.94
Pump_percentage,62.3,83112.941
flow,0.0588,83113.952
Pump_percentage,62.2,83113.952
flow,0.063,83114.952
Pump_percentage,62.0,83114.953
flow,0.0648,83115.968
Pump_percentage,61.9,83115.969
flow,0.06,83116.975
Pump_percentage,61.8,83116.977
flow,0.0498,83117.988
Pump_percentage,61.8,83117.989
flow,0.0366,83118.995
Pump_percentage,61.8,83118.997
flow,0.0126,83120.012
Pump_percentage,62.0,83120.014
flow,0.0036,83121.024
Pump_percentage,62.1,83121.025
flow,0.0006,83122.024
Pump_percentage,62.2,83122.026
flow,0.0,83123.032
Pump_percentage,62.3,83123.033
flow,0.0126,83124.038
Pump_percentage,62.3,83124.039
flow,0.045,83125.047
Pump_percentage,62.2,83125.048
flow,0.0708,83126.059
Pump_percentage,61.9,83126.06
flow,0.0906,83127.062
Pump_percentage,61.7,83127.063
flow,0.1008,83128.079
Pump_percentage,61.4,83128.079
flow,0.0996,83129.088
Pump_percentage,61.2,83129.089
flow,0.0948,83130.095
Pump_percentage,60.9,83130.096
flow,0.093,83131.098
Pump_percentage,60.7,83131.099
flow,0.0858,83132.11
Pump_percentage,60.6,83132.111
flow,0.075,83133.115
Pump_percentage,60.4,83133.116
flow,0.0606,83134.162
Pump_percentage,60.4,83134.162
ref,0.1073,83135.132
flow,0.0468,83135.147
Pump_percentage,60.9,83135.148
flow,0.0198,83136.147
Pump_percentage,61.3,83136.148
flow,0.0066,83137.156
Pump_percentage,61.7,83137.157
flow,0.0018,83138.159
Pump_percentage,62.1,83138.161
flow,0.021,83139.164
Pump_percentage,62.3,83139.166
flow,0.0528,83140.168
Pump_percentage,62.4,83140.168
flow,0.0726,83141.176
Pump_percentage,62.4,83141.177
flow,0.0918,83142.179
Pump_percentage,62.4,83142.18
flow,0.105,83143.18
Pump_percentage,62.4,83143.181
flow,0.1128,83144.185
Pump_percentage,62.4,83144.187
flow,0.1146,83145.19
Pump_percentage,62.3,83145.191
flow,0.1116,83146.199
Pump_percentage,62.3,83146.201
flow,0.1068,83147.215
Pump_percentage,62.3,83147.217
flow,0.099,83148.228
Pump_percentage,62.4,83148.229
flow,0.09,83149.231
Pump_percentage,62.5,83149.233
flow,0.0828,83150.241
Pump_percentage,62.6,83150.242
flow,0.078,83151.239
Pump_percentage,62.7,83151.241
flow,0.072,83152.247
Pump_percentage,62.9,83152.249
flow,0.0666,83153.255
Pump_percentage,63.0,83153.257
flow,0.063,83154.259
Pump_percentage,63.2,83154.261
flow,0.0606,83155.271
Pump_percentage,63.4,83155.273
flow,0.063,83156.273
Pump_percentage,63.5,83156.275
flow,0.0696,83157.277
Pump_percentage,63.6,83157.278
flow,0.078,83158.284
Pump_percentage,63.7,83158.285
flow,0.093,83159.283
Pump_percentage,63.7,83159.285
flow,0.108,83160.292
Pump_percentage,63.6,83160.293
flow,0.117,83161.295
Pump_percentage,63.6,83161.297
flow,0.1218,83162.299
Pump_percentage,63.5,83162.3
flow,0.1218,83163.303
Pump_percentage,63.5,83163.305
flow,0.1206,83164.307
Pump_percentage,63.4,83164.309
flow,0.1188,83165.316
Pump_percentage,63.4,83165.317
flow,0.1158,83166.319
Pump_percentage,63.4,83166.321
flow,0.1116,83167.324
Pump_percentage,63.4,83167.325
flow,0.1038,83168.335
Pump_percentage,63.4,83168.337
flow,0.0978,83169.344
Pump_percentage,63.4,83169.346
flow,0.0948,83170.355
Pump_percentage,63.5,83170.357
flow,0.0918,83171.375
Pump_percentage,63.6,83171.377
flow,0.0936,83172.389
Pump_percentage,63.6,83172.39
flow,0.099,83173.403
Pump_percentage,63.6,83173.405
flow,0.102,83174.404
Pump_percentage,63.6,83174.405
flow,0.1056,83175.403
Pump_percentage,63.6,83175.405
flow,0.1098,83176.42
Pump_percentage,63.6,83176.421
flow,0.111,83177.436
Pump_percentage,63.6,83177.437
flow,0.1116,83178.448
Pump_percentage,63.6,83178.45
flow,0.1116,83179.451
Pump_percentage,63.5,83179.453
flow,0.1098,83180.459
Pump_percentage,63.5,83180.461
flow,0.1098,83181.475
Pump_percentage,63.5,83181.477
flow,0.111,83182.479
Pump_percentage,63.5,83182.481
flow,0.1128,83183.497
Pump_percentage,63.5,83183.499
flow,0.114,83184.507
Pump_percentage,63.5,83184.509
flow,0.111,83185.507
Pump_percentage,63.5,83185.509
flow,0.111,83186.511
Pump_percentage,63.5,83186.513
flow,0.108,83187.523
Pump_percentage,63.5,83187.525
flow,0.105,83188.535
Pump_percentage,63.5,83188.537
flow,0.1038,83189.548
Pump_percentage,63.5,83189.549
flow,0.105,83190.56
Pump_percentage,63.5,83190.561
flow,0.1038,83191.576
Pump_percentage,63.5,83191.577
flow,0.1026,83192.587
Pump_percentage,63.5,83192.589
flow,0.1038,83193.599
Pump_percentage,63.5,83193.6
flow,0.105,83194.604
Pump_percentage,63.5,83194.605
flow,0.1056,83195.612
Pump_percentage,63.5,83195.614
flow,0.1056,83196.616
Pump_percentage,63.6,83196.617
flow,0.1068,83197.627
Pump_percentage,63.6,83197.629
flow,0.108,83198.639
Pump_percentage,63.5,83198.641
flow,0.1086,83199.648
Pump_percentage,63.5,83199.649
flow,0.1086,83200.655
Pump_percentage,63.5,83200.657
flow,0.1056,83201.66
Pump_percentage,63.6,83201.661
flow,0.108,83202.659
Pump_percentage,63.5,83202.66
flow,0.108,83203.671
Pump_percentage,63.5,83203.673
flow,0.1086,83204.687
Pump_percentage,63.5,83204.689
flow,0.1086,83205.696
Pump_percentage,63.5,83205.697
flow,0.1086,83206.712
Pump_percentage,63.5,83206.713
flow,0.1098,83207.723
Pump_percentage,63.5,83207.725
flow,0.111,83208.736
Pump_percentage,63.5,83208.737
flow,0.1098,83209.739
Pump_percentage,63.5,83209.741
flow,0.1086,83210.752
Pump_percentage,63.5,83210.753
flow,0.1068,83211.764
Pump_percentage,63.5,83211.765
flow,0.1056,83212.767
Pump_percentage,63.5,83212.769
flow,0.1056,83213.771
Pump_percentage,63.5,83213.772
flow,0.1068,83214.788
Pump_percentage,63.5,83214.789
flow,0.1098,83215.803
Pump_percentage,63.5,83215.805
flow,0.1098,83216.815
Pump_percentage,63.5,83216.817
flow,0.1086,83217.823
Pump_percentage,63.5,83217.824
flow,0.108,83218.836
Pump_percentage,63.5,83218.837
flow,0.1068,83219.835
Pump_percentage,63.5,83219.837
flow,0.1056,83220.847
Pump_percentage,63.5,83220.849
flow,0.1038,83221.863
Pump_percentage,63.5,83221.864
flow,0.1026,83222.872
Pump_percentage,63.5,83222.874
flow,0.102,83223.884
Pump_percentage,63.6,83223.885
flow,0.1026,83224.892
Pump_percentage,63.6,83224.893
flow,0.1056,83225.9
Pump_percentage,63.6,83225.901
flow,0.1068,83226.915
Pump_percentage,63.6,83226.917
flow,0.108,83227.919
Pump_percentage,63.6,83227.92
flow,0.108,83228.924
Pump_percentage,63.6,83228.925
flow,0.1098,83229.935
Pump_percentage,63.5,83229.938
flow,0.1086,83230.94
Pump_percentage,63.5,83230.94
flow,0.108,83231.944
Pump_percentage,63.5,83231.946
flow,0.1068,83232.949
Pump_percentage,63.5,83232.951
flow,0.1056,83233.951
Pump_percentage,63.6,83233.953
flow,0.1056,83234.963
Pump_percentage,63.6,83234.965
flow,0.1068,83235.963
Pump_percentage,63.6,83235.965
flow,0.108,83236.979
Pump_percentage,63.6,83236.98
flow,0.108,83237.983
Pump_percentage,63.6,83237.985
flow,0.1056,83238.987
Pump_percentage,63.6,83238.988
flow,0.1038,83239.992
