ID,Data
secret,"[[0.5809]
 [0.1202]
 [0.2558]
 [0.175 ]
 [0.3256]
 [0.2135]
 [0.2963]
 [0.3529]
 [0.42  ]
 [0.3764]
 [0.4332]
 [0.4529]
 [0.4626]
 [0.4832]
 [0.3858]
 [0.3584]
 [0.3581]
 [0.198 ]
 [0.2551]
 [0.1814]
 [0.2139]
 [0.1469]
 [0.2327]
 [0.1458]
 [0.2244]
 [0.213 ]
 [0.2803]
 [0.3138]
 [0.2168]
 [0.2348]
 [0.1671]
 [0.1574]
 [0.1292]
 [0.1978]
 [0.1394]
 [0.2306]
 [0.3009]
 [0.3012]
 [0.3353]
 [0.2735]
 [0.3524]
 [0.2784]
 [0.3744]
 [0.2718]
 [0.7447]
 [0.5162]
 [0.682 ]
 [0.6959]]"
b2,"(48, 1)"
secret,"[[0.6104]
 [0.1265]
 [0.2628]
 [0.1719]
 [0.3195]
 [0.1982]
 [0.2932]
 [0.3449]
 [0.4168]
 [0.3657]
 [0.4292]
 [0.444 ]
 [0.4662]
 [0.4823]
 [0.417 ]
 [0.3781]
 [0.3903]
 [0.2105]
 [0.2843]
 [0.1927]
 [0.2498]
 [0.1602]
 [0.2616]
 [0.1413]
 [0.2458]
 [0.2133]
 [0.3038]
 [0.3201]
 [0.2704]
 [0.2644]
 [0.2344]
 [0.1326]
 [0.171 ]
 [0.164 ]
 [0.1615]
 [0.1903]
 [0.3078]
 [0.2735]
 [0.3493]
 [0.248 ]
 [0.3592]
 [0.2474]
 [0.3751]
 [0.2382]
 [0.6616]
 [0.4178]
 [0.606 ]
 [0.6174]]"
b2,"(1, 1)"
secret,[[0.0286]]
b2,"(48, 1)"
secret,"[[0.5682]
 [0.1162]
 [0.2499]
 [0.1733]
 [0.3237]
 [0.2158]
 [0.2939]
 [0.353 ]
 [0.4175]
 [0.3774]
 [0.4312]
 [0.4535]
 [0.458 ]
 [0.4816]
 [0.3772]
 [0.3558]
 [0.35  ]
 [0.1993]
 [0.2484]
 [0.1839]
 [0.2058]
 [0.1495]
 [0.2269]
 [0.1518]
 [0.2222]
 [0.2212]
 [0.2783]
 [0.3209]
 [0.2064]
 [0.237 ]
 [0.1524]
 [0.1625]
 [0.123 ]
 [0.2088]
 [0.1412]
 [0.2471]
 [0.302 ]
 [0.3139]
 [0.3323]
 [0.2831]
 [0.3488]
 [0.2855]
 [0.3674]
 [0.2745]
 [0.7458]
 [0.5209]
 [0.6814]
 [0.693 ]]"
b2,"(48, 1)"
secret,"[[0.5566]
 [0.1131]
 [0.245 ]
 [0.1725]
 [0.3229]
 [0.2189]
 [0.2925]
 [0.3538]
 [0.4159]
 [0.3792]
 [0.4303]
 [0.4552]
 [0.4543]
 [0.4806]
 [0.3702]
 [0.3545]
 [0.3432]
 [0.2019]
 [0.2433]
 [0.1876]
 [0.1993]
 [0.1531]
 [0.2227]
 [0.1586]
 [0.2213]
 [0.2301]
 [0.2778]
 [0.3289]
 [0.1977]
 [0.2399]
 [0.1395]
 [0.1679]
 [0.1182]
 [0.2199]
 [0.1442]
 [0.2636]
 [0.3014]
 [0.3243]
 [0.3281]
 [0.2909]
 [0.3432]
 [0.2908]
 [0.3587]
 [0.2752]
 [0.742 ]
 [0.521 ]
 [0.6764]
 [0.6858]]"
b2,"(48, 1)"
secret,"[[0.5461]
 [0.1108]
 [0.2409]
 [0.1723]
 [0.3226]
 [0.2224]
 [0.2917]
 [0.3551]
 [0.415 ]
 [0.3815]
 [0.43  ]
 [0.4571]
 [0.4515]
 [0.4805]
 [0.3646]
 [0.3542]
 [0.3378]
 [0.2054]
 [0.2394]
 [0.1922]
 [0.1941]
 [0.1575]
 [0.2196]
 [0.1662]
 [0.2215]
 [0.2397]
 [0.2784]
 [0.3375]
 [0.1902]
 [0.2439]
 [0.128 ]
 [0.1738]
 [0.1144]
 [0.2312]
 [0.1478]
 [0.2801]
 [0.2995]
 [0.3329]
 [0.3229]
 [0.2971]
 [0.3363]
 [0.2942]
 [0.3487]
 [0.2742]
 [0.7342]
 [0.5171]
 [0.6677]
 [0.6751]]"
b2,"(48, 1)"
secret,"[[0.5364]
 [0.1093]
 [0.2375]
 [0.1727]
 [0.3229]
 [0.2265]
 [0.2916]
 [0.357 ]
 [0.4147]
 [0.3844]
 [0.4306]
 [0.4597]
 [0.4496]
 [0.4807]
 [0.36  ]
 [0.3549]
 [0.3337]
 [0.2097]
 [0.2365]
 [0.1975]
 [0.1899]
 [0.1629]
 [0.2175]
 [0.1746]
 [0.2228]
 [0.25  ]
 [0.2801]
 [0.3469]
 [0.184 ]
 [0.2487]
 [0.1177]
 [0.18  ]
 [0.1112]
 [0.2426]
 [0.152 ]
 [0.2964]
 [0.2966]
 [0.34  ]
 [0.3168]
 [0.3019]
 [0.3286]
 [0.2967]
 [0.3374]
 [0.2721]
 [0.7233]
 [0.5101]
 [0.6561]
 [0.6615]]"
b2,"(48, 1)"
secret,"[[0.5277]
 [0.1085]
 [0.2346]
 [0.1739]
 [0.3238]
 [0.231 ]
 [0.2918]
 [0.3592]
 [0.4151]
 [0.3876]
 [0.4317]
 [0.463 ]
 [0.4481]
 [0.4816]
 [0.3565]
 [0.3564]
 [0.3304]
 [0.2146]
 [0.2345]
 [0.2035]
 [0.1867]
 [0.1688]
 [0.2163]
 [0.1832]
 [0.2248]
 [0.2607]
 [0.2825]
 [0.3567]
 [0.1785]
 [0.2541]
 [0.1083]
 [0.1868]
 [0.1087]
 [0.2538]
 [0.1566]
 [0.3126]
 [0.2923]
 [0.3455]
 [0.3098]
 [0.3057]
 [0.3199]
 [0.2975]
 [0.3257]
 [0.2689]
 [0.71  ]
 [0.5005]
 [0.6423]
 [0.646 ]]"
b2,"(48, 1)"
secret,"[[0.5198]
 [0.1084]
 [0.2322]
 [0.1754]
 [0.325 ]
 [0.2358]
 [0.2926]
 [0.3621]
 [0.4157]
 [0.3912]
 [0.4333]
 [0.4664]
 [0.4472]
 [0.4827]
 [0.3537]
 [0.3584]
 [0.3279]
 [0.2204]
 [0.2332]
 [0.2102]
 [0.1841]
 [0.1753]
 [0.2155]
 [0.1925]
 [0.2271]
 [0.2717]
 [0.2856]
 [0.3666]
 [0.1738]
 [0.26  ]
 [0.0996]
 [0.1936]
 [0.1064]
 [0.2649]
 [0.1616]
 [0.3284]
 [0.2872]
 [0.3495]
 [0.3021]
 [0.3083]
 [0.3105]
 [0.2976]
 [0.3131]
 [0.265 ]
 [0.6949]
 [0.4893]
 [0.6268]
 [0.6289]]"
b2,"(48, 1)"
secret,"[[0.5124]
 [0.1086]
 [0.2306]
 [0.1772]
 [0.3266]
 [0.2411]
 [0.2937]
 [0.3651]
 [0.4166]
 [0.3952]
 [0.4352]
 [0.4702]
 [0.4468]
 [0.4843]
 [0.3515]
 [0.3611]
 [0.3258]
 [0.2266]
 [0.2325]
 [0.217 ]
 [0.182 ]
 [0.1823]
 [0.2153]
 [0.2019]
 [0.2301]
 [0.2829]
 [0.2891]
 [0.377 ]
 [0.1695]
 [0.2662]
 [0.0914]
 [0.2004]
 [0.1044]
 [0.2757]
 [0.1667]
 [0.3437]
 [0.2814]
 [0.3528]
 [0.2939]
 [0.3103]
 [0.3006]
 [0.2968]
 [0.3004]
 [0.2609]
 [0.6784]
 [0.4766]
 [0.6104]
 [0.611 ]]"
b2,"(48, 1)"
secret,"[[0.5056]
 [0.1095]
 [0.2289]
 [0.1795]
 [0.3285]
 [0.2465]
 [0.2951]
 [0.3684]
 [0.4179]
 [0.3993]
 [0.4375]
 [0.4742]
 [0.4469]
 [0.4863]
 [0.3499]
 [0.3641]
 [0.3244]
 [0.2331]
 [0.2321]
 [0.2244]
 [0.1802]
 [0.1894]
 [0.2155]
 [0.2115]
 [0.2333]
 [0.294 ]
 [0.2931]
 [0.3872]
 [0.1656]
 [0.2724]
 [0.0836]
 [0.2074]
 [0.1025]
 [0.2862]
 [0.1718]
 [0.3584]
 [0.2745]
 [0.3548]
 [0.2854]
 [0.3115]
 [0.2902]
 [0.2956]
 [0.2876]
 [0.2562]
 [0.6612]
 [0.4633]
 [0.5933]
 [0.5927]]"
b2,"(48, 1)"
secret,"[[0.4993]
 [0.1106]
 [0.2277]
 [0.182 ]
 [0.3304]
 [0.2521]
 [0.2967]
 [0.3718]
 [0.4196]
 [0.4036]
 [0.44  ]
 [0.4786]
 [0.4473]
 [0.4885]
 [0.3487]
 [0.3673]
 [0.3233]
 [0.2395]
 [0.2321]
 [0.2315]
 [0.1789]
 [0.1967]
 [0.2159]
 [0.2211]
 [0.2368]
 [0.3051]
 [0.2974]
 [0.3975]
 [0.1619]
 [0.2786]
 [0.0758]
 [0.2141]
 [0.1005]
 [0.296 ]
 [0.177 ]
 [0.3725]
 [0.2675]
 [0.356 ]
 [0.2765]
 [0.3122]
 [0.2798]
 [0.2941]
 [0.2748]
 [0.2517]
 [0.6437]
 [0.4498]
 [0.576 ]
 [0.5745]]"
b2,"(48, 1)"
secret,"[[0.4933]
 [0.112 ]
 [0.2267]
 [0.1848]
 [0.3326]
 [0.2578]
 [0.2984]
 [0.3754]
 [0.4211]
 [0.4079]
 [0.4428]
 [0.4829]
 [0.4476]
 [0.4908]
 [0.3477]
 [0.3708]
 [0.3227]
 [0.2463]
 [0.2322]
 [0.2388]
 [0.1777]
 [0.204 ]
 [0.2163]
 [0.2305]
 [0.2404]
 [0.3161]
 [0.3017]
 [0.4078]
 [0.1583]
 [0.2848]
 [0.0684]
 [0.2207]
 [0.0985]
 [0.3053]
 [0.1821]
 [0.3859]
 [0.26  ]
 [0.3567]
 [0.2678]
 [0.3124]
 [0.2694]
 [0.2922]
 [0.2621]
 [0.2472]
 [0.6264]
 [0.4362]
 [0.5592]
 [0.5568]]"
b2,"(48, 1)"
secret,"[[0.4878]
 [0.1137]
 [0.2259]
 [0.1877]
 [0.3348]
 [0.2633]
 [0.3002]
 [0.379 ]
 [0.4229]
 [0.4122]
 [0.4452]
 [0.487 ]
 [0.4482]
 [0.4932]
 [0.347 ]
 [0.3743]
 [0.3219]
 [0.2529]
 [0.2325]
 [0.2462]
 [0.1766]
 [0.2111]
 [0.2168]
 [0.2398]
 [0.2438]
 [0.3267]
 [0.3062]
 [0.4177]
 [0.1549]
 [0.2907]
 [0.0608]
 [0.2267]
 [0.0963]
 [0.3137]
 [0.1872]
 [0.3986]
 [0.2523]
 [0.3569]
 [0.2588]
 [0.3125]
 [0.2592]
 [0.2902]
 [0.25  ]
 [0.2429]
 [0.6094]
 [0.423 ]
 [0.5427]
 [0.5399]]"
b2,"(48, 1)"
secret,"[[0.4825]
 [0.1154]
 [0.2252]
 [0.1905]
 [0.3371]
 [0.269 ]
 [0.3021]
 [0.3826]
 [0.4245]
 [0.4164]
 [0.4477]
 [0.4911]
 [0.4489]
 [0.4955]
 [0.3465]
 [0.378 ]
 [0.3213]
 [0.2596]
 [0.2328]
 [0.2533]
 [0.1755]
 [0.2182]
 [0.2173]
 [0.2487]
 [0.2475]
 [0.3371]
 [0.3109]
 [0.4274]
 [0.1515]
 [0.2962]
 [0.0534]
 [0.2326]
 [0.0939]
 [0.3218]
 [0.191 ]
 [0.4092]
 [0.2446]
 [0.3565]
 [0.25  ]
 [0.3124]
 [0.249 ]
 [0.2883]
 [0.2383]
 [0.239 ]
 [0.5932]
 [0.4105]
 [0.5271]
 [0.5238]]"
b2,"(48, 1)"
secret,"[[0.4774]
 [0.1173]
 [0.2245]
 [0.1934]
 [0.3393]
 [0.2745]
 [0.304 ]
 [0.386 ]
 [0.4262]
 [0.4207]
 [0.4503]
 [0.4952]
 [0.4497]
 [0.4979]
 [0.3461]
 [0.3816]
 [0.321 ]
 [0.2663]
 [0.2331]
 [0.2605]
 [0.1746]
 [0.2249]
 [0.2179]
 [0.2574]
 [0.2513]
 [0.3473]
 [0.3158]
 [0.4368]
 [0.1481]
 [0.3015]
 [0.0457]
 [0.2379]
 [0.0914]
 [0.329 ]
 [0.1936]
 [0.4181]
 [0.2368]
 [0.3563]
 [0.2415]
 [0.3122]
 [0.2395]
 [0.2867]
 [0.2271]
 [0.2356]
 [0.5778]
 [0.3992]
 [0.5124]
 [0.5089]]"
b2,"(48, 1)"
secret,"[[0.4724]
 [0.1193]
 [0.2238]
 [0.1963]
 [0.3412]
 [0.28  ]
 [0.3058]
 [0.3893]
 [0.4278]
 [0.4248]
 [0.4526]
 [0.499 ]
 [0.4505]
 [0.5002]
 [0.3458]
 [0.385 ]
 [0.3205]
 [0.2727]
 [0.2335]
 [0.2673]
 [0.1735]
 [0.2316]
 [0.2186]
 [0.2658]
 [0.2549]
 [0.3569]
 [0.3206]
 [0.4459]
 [0.1446]
 [0.3063]
 [0.038 ]
 [0.2427]
 [0.0884]
 [0.3356]
 [0.1952]
 [0.4256]
 [0.2293]
 [0.3556]
 [0.2332]
 [0.312 ]
 [0.2303]
 [0.2852]
 [0.2166]
 [0.2325]
 [0.5634]
 [0.3885]
 [0.4987]
 [0.4953]]"
b2,"(48, 1)"
secret,"[[0.4674]
 [0.1212]
 [0.2231]
 [0.1993]
 [0.3432]
 [0.2851]
 [0.3075]
 [0.3926]
 [0.4292]
 [0.4283]
 [0.455 ]
 [0.5028]
 [0.4511]
 [0.5023]
 [0.3455]
 [0.3885]
 [0.3203]
 [0.2789]
 [0.2338]
 [0.2738]
 [0.1724]
 [0.2379]
 [0.2191]
 [0.2739]
 [0.2585]
 [0.3662]
 [0.3255]
 [0.4547]
 [0.141 ]
 [0.3108]
 [0.0301]
 [0.2472]
 [0.0853]
 [0.3414]
 [0.1964]
 [0.4318]
 [0.222 ]
 [0.355 ]
 [0.2253]
 [0.3118]
 [0.2213]
 [0.2839]
 [0.2068]
 [0.2302]
 [0.5503]
 [0.3793]
 [0.4864]
 [0.4833]]"
b2,"(48, 1)"
secret,"[[0.4626]
 [0.1232]
 [0.2223]
 [0.2021]
 [0.3449]
 [0.2901]
 [0.3091]
 [0.3956]
 [0.4305]
 [0.4321]
 [0.4571]
 [0.5059]
 [0.4518]
 [0.5043]
 [0.3453]
 [0.3917]
 [0.3197]
 [0.2849]
 [0.234 ]
 [0.28  ]
 [0.1711]
 [0.2438]
 [0.2194]
 [0.2816]
 [0.2621]
 [0.375 ]
 [0.3302]
 [0.463 ]
 [0.1373]
 [0.3148]
 [0.0221]
 [0.2512]
 [0.0821]
 [0.3465]
 [0.1965]
 [0.4368]
 [0.215 ]
 [0.3546]
 [0.2178]
 [0.3121]
 [0.213 ]
 [0.2833]
 [0.1975]
 [0.2286]
 [0.5384]
 [0.3712]
 [0.4753]
 [0.4725]]"
b2,"(48, 1)"
secret,"[[0.4579]
 [0.125 ]
 [0.2213]
 [0.2046]
 [0.3464]
 [0.2949]
 [0.3104]
 [0.3984]
 [0.4318]
 [0.4355]
 [0.4591]
 [0.5092]
 [0.4524]
 [0.5063]
 [0.3449]
 [0.3948]
 [0.319 ]
 [0.2905]
 [0.234 ]
 [0.286 ]
 [0.1698]
 [0.2494]
 [0.2195]
 [0.2887]
 [0.2653]
 [0.3834]
 [0.3344]
 [0.4703]
 [0.1332]
 [0.3184]
 [0.0139]
 [0.2547]
 [0.0784]
 [0.3508]
 [0.1962]
 [0.4405]
 [0.2083]
 [0.3542]
 [0.2109]
 [0.3125]
 [0.2054]
 [0.2831]
 [0.1892]
 [0.2276]
 [0.5278]
 [0.3643]
 [0.4656]
 [0.4633]]"
b2,"(48, 1)"
secret,"[[0.4532]
 [0.1269]
 [0.2205]
 [0.2072]
 [0.348 ]
 [0.2995]
 [0.3117]
 [0.401 ]
 [0.4329]
 [0.4386]
 [0.4609]
 [0.512 ]
 [0.4527]
 [0.508 ]
 [0.3445]
 [0.3976]
 [0.3186]
 [0.296 ]
 [0.2339]
 [0.2915]
 [0.1683]
 [0.2545]
 [0.2195]
 [0.2955]
 [0.2686]
 [0.3915]
 [0.3378]
 [0.4767]
 [0.1292]
 [0.3214]
 [0.0056]
 [0.2577]
 [0.0746]
 [0.3545]
 [0.1945]
 [0.4429]
 [0.2021]
 [0.3541]
 [0.2044]
 [0.3134]
 [0.1985]
 [0.2832]
 [0.1816]
 [0.2272]
 [0.5184]
 [0.3587]
 [0.4572]
 [0.4554]]"
b2,"(48, 1)"
secret,"[[ 0.4485]
 [ 0.1288]
 [ 0.2194]
 [ 0.2095]
 [ 0.3491]
 [ 0.3037]
 [ 0.3129]
 [ 0.4036]
 [ 0.4338]
 [ 0.4416]
 [ 0.4624]
 [ 0.5147]
 [ 0.4531]
 [ 0.5094]
 [ 0.3439]
 [ 0.4002]
 [ 0.3178]
 [ 0.3012]
 [ 0.2338]
 [ 0.2969]
 [ 0.1667]
 [ 0.2595]
 [ 0.2195]
 [ 0.3019]
 [ 0.2718]
 [ 0.399 ]
 [ 0.3407]
 [ 0.4823]
 [ 0.1251]
 [ 0.3242]
 [-0.0029]
 [ 0.2603]
 [ 0.0708]
 [ 0.3579]
 [ 0.1923]
 [ 0.4444]
 [ 0.1964]
 [ 0.3543]
 [ 0.1983]
 [ 0.3142]
 [ 0.192 ]
 [ 0.2838]
 [ 0.1747]
 [ 0.2276]
 [ 0.5103]
 [ 0.3544]
 [ 0.4501]
 [ 0.4492]]"
b2,"(48, 1)"
secret,"[[ 0.444 ]
 [ 0.1303]
 [ 0.2182]
 [ 0.2117]
 [ 0.3502]
 [ 0.3079]
 [ 0.3138]
 [ 0.4058]
 [ 0.4344]
 [ 0.4443]
 [ 0.4638]
 [ 0.5172]
 [ 0.4531]
 [ 0.5108]
 [ 0.3433]
 [ 0.4027]
 [ 0.3171]
 [ 0.306 ]
 [ 0.2335]
 [ 0.3019]
 [ 0.1648]
 [ 0.2642]
 [ 0.2193]
 [ 0.3081]
 [ 0.2747]
 [ 0.4062]
 [ 0.3433]
 [ 0.4875]
 [ 0.1209]
 [ 0.3265]
 [-0.0114]
 [ 0.2628]
 [ 0.0664]
 [ 0.3604]
 [ 0.1896]
 [ 0.4451]
 [ 0.1911]
 [ 0.3548]
 [ 0.1927]
 [ 0.3155]
 [ 0.1862]
 [ 0.2848]
 [ 0.1688]
 [ 0.2283]
 [ 0.5035]
 [ 0.3513]
 [ 0.4443]
 [ 0.4441]]"
b2,"(48, 1)"
secret,"[[ 0.4391]
 [ 0.1317]
 [ 0.2168]
 [ 0.2135]
 [ 0.3508]
 [ 0.3115]
 [ 0.3144]
 [ 0.4074]
 [ 0.4348]
 [ 0.4466]
 [ 0.4649]
 [ 0.5192]
 [ 0.4531]
 [ 0.5116]
 [ 0.3425]
 [ 0.4047]
 [ 0.3161]
 [ 0.3105]
 [ 0.2331]
 [ 0.3062]
 [ 0.1629]
 [ 0.2683]
 [ 0.2189]
 [ 0.3135]
 [ 0.2778]
 [ 0.4128]
 [ 0.3455]
 [ 0.4917]
 [ 0.1164]
 [ 0.3282]
 [-0.0179]
 [ 0.2642]
 [ 0.0622]
 [ 0.3627]
 [ 0.1868]
 [ 0.4451]
 [ 0.1865]
 [ 0.3556]
 [ 0.1879]
 [ 0.3172]
 [ 0.1811]
 [ 0.2863]
 [ 0.1635]
 [ 0.2299]
 [ 0.498 ]
 [ 0.3493]
 [ 0.4397]
 [ 0.4404]]"
b2,"(48, 1)"
secret,"[[ 0.4342]
 [ 0.1329]
 [ 0.2152]
 [ 0.2152]
 [ 0.3515]
 [ 0.3148]
 [ 0.3148]
 [ 0.409 ]
 [ 0.435 ]
 [ 0.4487]
 [ 0.4659]
 [ 0.5208]
 [ 0.4527]
 [ 0.5122]
 [ 0.3416]
 [ 0.4064]
 [ 0.3149]
 [ 0.3146]
 [ 0.2323]
 [ 0.3103]
 [ 0.1608]
 [ 0.2718]
 [ 0.2185]
 [ 0.3183]
 [ 0.2805]
 [ 0.4188]
 [ 0.3473]
 [ 0.4952]
 [ 0.1119]
 [ 0.3296]
 [-0.0229]
 [ 0.2652]
 [ 0.0579]
 [ 0.3644]
 [ 0.1837]
 [ 0.4449]
 [ 0.1822]
 [ 0.3566]
 [ 0.1835]
 [ 0.3192]
 [ 0.1768]
 [ 0.2884]
 [ 0.159 ]
 [ 0.2321]
 [ 0.4935]
 [ 0.3486]
 [ 0.4362]
 [ 0.4379]]"
b2,"(48, 1)"
secret,"[[ 0.4291]
 [ 0.1341]
 [ 0.2134]
 [ 0.2165]
 [ 0.3515]
 [ 0.3178]
 [ 0.3151]
 [ 0.4103]
 [ 0.4349]
 [ 0.4503]
 [ 0.4665]
 [ 0.5222]
 [ 0.4522]
 [ 0.5126]
 [ 0.3404]
 [ 0.4076]
 [ 0.3133]
 [ 0.3181]
 [ 0.2314]
 [ 0.3139]
 [ 0.1584]
 [ 0.275 ]
 [ 0.2175]
 [ 0.3227]
 [ 0.283 ]
 [ 0.4243]
 [ 0.3487]
 [ 0.4978]
 [ 0.1074]
 [ 0.3305]
 [-0.0238]
 [ 0.2656]
 [ 0.0534]
 [ 0.3654]
 [ 0.1807]
 [ 0.444 ]
 [ 0.1785]
 [ 0.3579]
 [ 0.1799]
 [ 0.3216]
 [ 0.1728]
 [ 0.2908]
 [ 0.1553]
 [ 0.2349]
 [ 0.49  ]
 [ 0.3487]
 [ 0.4337]
 [ 0.4365]]"
b2,"(48, 1)"
secret,"[[ 0.424 ]
 [ 0.1349]
 [ 0.2114]
 [ 0.2178]
 [ 0.3514]
 [ 0.3205]
 [ 0.315 ]
 [ 0.4112]
 [ 0.4347]
 [ 0.4517]
 [ 0.4669]
 [ 0.5233]
 [ 0.4516]
 [ 0.5128]
 [ 0.339 ]
 [ 0.4086]
 [ 0.3116]
 [ 0.3213]
 [ 0.2302]
 [ 0.317 ]
 [ 0.1557]
 [ 0.2777]
 [ 0.2165]
 [ 0.3267]
 [ 0.2854]
 [ 0.4294]
 [ 0.3496]
 [ 0.5001]
 [ 0.1026]
 [ 0.331 ]
 [-0.022 ]
 [ 0.2654]
 [ 0.0487]
 [ 0.3661]
 [ 0.1777]
 [ 0.4428]
 [ 0.1753]
 [ 0.3596]
 [ 0.1765]
 [ 0.3241]
 [ 0.1695]
 [ 0.2935]
 [ 0.152 ]
 [ 0.2382]
 [ 0.4873]
 [ 0.3496]
 [ 0.4319]
 [ 0.4357]]"
b2,"(48, 1)"
secret,"[[ 0.419 ]
 [ 0.1357]
 [ 0.2094]
 [ 0.2189]
 [ 0.3512]
 [ 0.3229]
 [ 0.3147]
 [ 0.4121]
 [ 0.4342]
 [ 0.453 ]
 [ 0.4671]
 [ 0.5242]
 [ 0.4507]
 [ 0.5127]
 [ 0.3373]
 [ 0.4094]
 [ 0.3098]
 [ 0.3242]
 [ 0.2287]
 [ 0.32  ]
 [ 0.1531]
 [ 0.2801]
 [ 0.2154]
 [ 0.3304]
 [ 0.2876]
 [ 0.434 ]
 [ 0.3504]
 [ 0.5019]
 [ 0.0977]
 [ 0.3313]
 [-0.0193]
 [ 0.2648]
 [ 0.044 ]
 [ 0.3664]
 [ 0.1748]
 [ 0.4417]
 [ 0.1724]
 [ 0.3614]
 [ 0.1736]
 [ 0.3269]
 [ 0.1666]
 [ 0.2965]
 [ 0.1492]
 [ 0.2417]
 [ 0.4853]
 [ 0.3511]
 [ 0.4311]
 [ 0.4359]]"
b2,"(48, 1)"
secret,"[[ 0.4139]
 [ 0.1364]
 [ 0.2071]
 [ 0.2197]
 [ 0.3509]
 [ 0.3252]
 [ 0.3143]
 [ 0.4126]
 [ 0.4336]
 [ 0.454 ]
 [ 0.4671]
 [ 0.525 ]
 [ 0.4499]
 [ 0.5125]
 [ 0.3356]
 [ 0.4101]
 [ 0.3079]
 [ 0.3268]
 [ 0.2272]
 [ 0.3225]
 [ 0.1502]
 [ 0.2824]
 [ 0.2141]
 [ 0.3337]
 [ 0.2899]
 [ 0.4384]
 [ 0.351 ]
 [ 0.5033]
 [ 0.0928]
 [ 0.3313]
 [-0.0161]
 [ 0.2639]
 [ 0.0393]
 [ 0.3664]
 [ 0.1721]
 [ 0.4404]
 [ 0.1699]
 [ 0.3633]
 [ 0.1709]
 [ 0.3296]
 [ 0.1641]
 [ 0.2998]
 [ 0.1469]
 [ 0.2456]
 [ 0.484 ]
 [ 0.3534]
 [ 0.4308]
 [ 0.4367]]"
b2,"(48, 1)"
secret,"[[ 0.4088]
 [ 0.1371]
 [ 0.2048]
 [ 0.2206]
 [ 0.3502]
 [ 0.3273]
 [ 0.314 ]
 [ 0.4131]
 [ 0.4329]
 [ 0.4549]
 [ 0.4671]
 [ 0.5255]
 [ 0.4488]
 [ 0.5123]
 [ 0.3336]
 [ 0.4103]
 [ 0.3059]
 [ 0.3292]
 [ 0.2256]
 [ 0.3248]
 [ 0.1473]
 [ 0.2843]
 [ 0.2127]
 [ 0.3367]
 [ 0.2919]
 [ 0.4425]
 [ 0.3513]
 [ 0.5041]
 [ 0.088 ]
 [ 0.3311]
 [-0.0127]
 [ 0.263 ]
 [ 0.0345]
 [ 0.3661]
 [ 0.1697]
 [ 0.4392]
 [ 0.1676]
 [ 0.3651]
 [ 0.1687]
 [ 0.3327]
 [ 0.1618]
 [ 0.3033]
 [ 0.145 ]
 [ 0.25  ]
 [ 0.4831]
 [ 0.3561]
 [ 0.431 ]
 [ 0.4379]]"
b2,"(48, 1)"
secret,"[[ 0.4037]
 [ 0.1377]
 [ 0.2024]
 [ 0.2212]
 [ 0.3497]
 [ 0.3292]
 [ 0.3133]
 [ 0.4135]
 [ 0.4321]
 [ 0.4557]
 [ 0.4669]
 [ 0.5258]
 [ 0.4478]
 [ 0.512 ]
 [ 0.3317]
 [ 0.4105]
 [ 0.3037]
 [ 0.3314]
 [ 0.2239]
 [ 0.327 ]
 [ 0.1443]
 [ 0.286 ]
 [ 0.2114]
 [ 0.3394]
 [ 0.294 ]
 [ 0.4462]
 [ 0.3516]
 [ 0.5048]
 [ 0.0832]
 [ 0.3308]
 [-0.0094]
 [ 0.2617]
 [ 0.0298]
 [ 0.3657]
 [ 0.1674]
 [ 0.438 ]
 [ 0.1658]
 [ 0.3674]
 [ 0.1668]
 [ 0.336 ]
 [ 0.16  ]
 [ 0.307 ]
 [ 0.1435]
 [ 0.2543]
 [ 0.4828]
 [ 0.3593]
 [ 0.4318]
 [ 0.4399]]"
b2,"(48, 1)"
secret,"[[ 0.3987]
 [ 0.1382]
 [ 0.1999]
 [ 0.2217]
 [ 0.3488]
 [ 0.331 ]
 [ 0.3127]
 [ 0.4137]
 [ 0.4312]
 [ 0.4563]
 [ 0.4666]
 [ 0.5262]
 [ 0.4466]
 [ 0.5113]
 [ 0.3296]
 [ 0.4104]
 [ 0.3015]
 [ 0.3333]
 [ 0.2222]
 [ 0.3287]
 [ 0.1411]
 [ 0.2876]
 [ 0.2098]
 [ 0.342 ]
 [ 0.296 ]
 [ 0.4497]
 [ 0.3517]
 [ 0.5052]
 [ 0.0784]
 [ 0.3304]
 [-0.0062]
 [ 0.2604]
 [ 0.0252]
 [ 0.3653]
 [ 0.1654]
 [ 0.4369]
 [ 0.1646]
 [ 0.3698]
 [ 0.1652]
 [ 0.3394]
 [ 0.1584]
 [ 0.3109]
 [ 0.1425]
 [ 0.2591]
 [ 0.483 ]
 [ 0.363 ]
 [ 0.4327]
 [ 0.4421]]"
b2,"(48, 1)"
